English,Icelandic,slang or not
cheese pizza, margarita pizza, not slang
chemical weapon,efnavopn
chest of drawers,kommóða
childhood,bernska
childrens' garage sale, tombóla, slang
chimney sweep, sótari
Chi-square,kí-kvaðrat
chloramines,klóramín
chocolates,konfekt
chunk,bagga
chunk,baggi
chunking,böggun
class,áfangi,
click,smell
clustering,þyrpa
clustering,þyrping
coach, áætlunarbíl
code ,kóða
code ,kóta
code ,kóti
coding and compression,kóðun og þjöppun
coding and compression,kótun og þjöppun
coding tool,kóðunartól
coding tool,kóðunarverkfæri
coding tool,kótunartól
coding tool,kótunarverkfæri
collection of texts,textasafn
collocational features,orðastæðuþættir
collocational features,samstæðuþættir
collocations,orðastæður
collocations,samstæður
combat,bardagi,
comfort,makindum
common voice,samrómur
commotion,uppþot
compared with,miðað við
compass,áttaviti,not slang
compete,kapp
complementary distribution,fyllidreifingu
comprehensive income,heildarafkoma
compression,þjöppun
computational linguistics,reiknifræðileg málfræði
computational linguistics,reiknifræðileg málvísindi
computational linguistics,tölvumálfræði
computational linguistics,tölvumálvísindi
computational pragmatics,reiknifræðileg málnotafræði
computational pragmatics,tölvufræðileg málnotafræði
computational psycholinguistics,reiknifræðileg sálmálvísindi
computational psycholinguistics,tölvufræðileg sálmálvísindi
computational semantics,merkingartækni
computational semantics,reiknifræðileg merkingarfræði
computational semantics,tölvufræðileg merkingarfræði
computer-assisted language learning,tölvustutt tungumálanám
conceal,fela
conditional random fields,skilyrt slembisvæði
confections,konfekt
confidentiality,trúnaður
confused,ráðvilltur
conduct,umgengni
connectionist techniques,samtengiaðferðir
considered,þóttist
constant,stöðugur,not slang
content production,semja efni
context sensitive spell-checking,samhengisháð ritvilluleit
context sensitive spell-checking,samhengisháð stafrýni
conversational agent,talþjónn
conversation,samræða
co-occurrence features,grenndarþættir
co-payment,meðlag
coreference resolution,samvísunartúlkun
coreference resolution,tilvísanagreining
cornea of the eye,glæra
corpus linguistics,gagnamálfræði
corpus linguistics,gagnamálvísindi
corpus,málheild
cost,kostnaður
craps,sjö-ellefu
credit,inneign
crocus,dverglilja
crocus,krókus
cross-lingual information retrieval,þvermála upplýsingaheimt
cross-lingual language capabilities,þvermálamöguleikar
cross validation,krossprófun
crumpet,gerklatti
culprit,sökudólganir
cursed,formælti
dare,dirfðist
data analysis,gagnagreining
data-directed,neðansækinn
data-driven methods,gagnaaðferðir aðferðir
data-driven methods,gagnastýrðar aðferðir
data-driven system,gagnakerfi
data format,skráarform
data,gögn
data presentation method,gagnaframsetningaraðferð
data set,gagnasafn
dataset,gagnasafn
deathly pale, náfölt
debt,skuld
deceive,blekkja
decision list classifiers,flokkaraskrá
decoder,afkóðari
decoder,afkótari
deep generation,djúp málgerving
deep parser performance evaluation,mat á frammistöðu djúpþáttara
deep parsing,djúp þáttun
deep parsing,full þáttun
define,afmarka,not slang
delay, töf, not slang
delicately, fimlega
delimit,afmarka,not slang
denotation,aðalmerking
denotation,merkingarkjarni
denotation,umtak
denote,aðalmerkja
denote,hrámerkja (x denotes y)
departing,fráfarandi
dependency bank,venslabanki
dependency grammar,venslamálfræði
deposit,innborgun
depreciation,afskrift
detective,spæjari
development sets,þróunarlistar
devoicing,afröddun
diagonally,á ská
dialect,mállýska
dialects,framburðartilbrigði
dialects,mállýskur
dialogue management ,samræðustjórnun
dialogue manager,samræðustjóri
dialogue modeling,gerð samræðulíkana
dialogue,samræða
dialogue system,samræðukerfi
dictionary,orðalista
didn't like the look of it,leist ekki á blikuna
difficult, örðugt
digital humanities,stafræn hugvísindi
digital library,stafrænt bókasafn
diphone concatenation system,tvístæðu samtengingarkerfi
diphone,tvístæða
diphthongization,tvíhljóðun
diphthong,tvíhljóð
dip,ídýfa
disambiguation,einræðing
disciple,lærisveinn
discourse and dialogue,orðræða og samræða
discourse capabilities,samræðuhæfileikar
discourse corpora,orðræðumálheild
discourse modeling,gerð orðræðulíkana
discourse ,orðræða
discriminative tagger,aðgreiningarmarkari
distance, fjarska
dividend,arður
document image analysis,greining skjalmyndar
Dodger,Hrappur
double-lock, tvílæsti
dripping wet,rennvotur
drive-in theater,útibíó
drunkard, fyllibytta
dsp techniques,stafrænar merkjavinnsluaðferðir
due date,gjalddagi
dumbfounded,agndofa
dynamic programming,kvik bestun
dynamic programming,kvikbestun
dynamic programming,kvikleg forritun
eating disorder,átröskun
economic condition,hagræn staða
economics,hagfræði,not
effective interest,virkir vextir
effective interst method - present value amortization
e-learning environments,fjarnámsumhverfi
e-learning,fjarnám
e-learning,fjarskiptanám
electronic id,auðkenni, not slang
elegiac,harmljóðlegur
elision,brottfall
embedding,greyping
emerging computing paradigms,uppkomandi viðmið í tölvun
emotion recognition,tilfinningakennsl
encode,kóða
encode,kóta
encoder,kóðari
encoder,kótari
energetically, fjörlega
entertainment,afþreying
epileptic fit,flogaveikikast
equity,eigið fé
error categories,villuflokkar
error corpus,villumálheild
escape plan,flóttaleiðir,
evaluation,mat
example-based translation,dæmabyggð þýðing
example resource exercise,dæmaæfing
expenses,útgjöld
exploit,arðdræna,not
exploratory data analysis,gagnakönnun
extreme weather, veðurofsanum
Factor analysis, þáttagreiningu
farm,býli
fast,snöggur,slang
fate, örlög
fear, ógnin
feature,kenni
feature,sérkennaþáttur
fez,tyrknesk húfa
finances,fjárhagur
financial budget,fjárhagsáætlun
financial,fjárhagslegur
finite state machine,endanlegar stöðuvélar
finite-state machine,stöðuvél
finite-state,stöðuferjöld
finite state technology,stöðuvélatækni
finite state transducer,endandleg stöðuferjöld
fire, bál
fireplace, arinn
fireproof,eldtraustu
fishing village,verstöðvum
fistula,pípa
FKA New Icelanders,FKA Framtíð, slang
flame, logana
floor pump,standpumpa
foreign language,annars mál
foreign language,L2
foreign language speakers,annars málshafar
formant synthesiser,formandagervill
fortition,lokhljóðun
forward chaining,framkeðjun
foul language,fúkyrði
free time,tómstundir
freshman,busi,slang
freshman,nýnemi,not slang
fricativization,önghljóðun
front-end,framendi
frost, frosthörkur, not slang
fruit iced tea, avaxtaíste
full parsing,djúp þáttun
full parsing,full þáttun
gadget,græja
gallows,gálgi
gamble,spila fjárhættuspil
gamble,gambla
Gaza,Gasa
Gemini,Tvíburar
Gemini,Tvíburi
giggle,flissa
giggling, skríkjandi
gliding,svífandi
glinted, glitti
glottis,raddglufuna
goal-directed,ofansækinn
gold standard,gullstaðal
grammar checker,málrýnir/málfræðirýnir
grammar correction,málfræðileiðrétting
grammar models and formalisms,málfræðilíkön og formalismar
grammars,mállýsingar
grammatical tagger,málfræðilegur markari
grapheme combinations,stafasambönd
graphical user interface,myndrænt viðmót
great white shark,hvítháfur
great white shark,hvíthákarl
greedy, ágjarn
grind, gnísti
guard, varðmaður eða vörður,
GUI,myndrænt viðmót
happiness, sæla
harmonicity,samhljóm
Háskólatorg,Háskólatorg,not slang
haste,óðagoti
head cheese,sviðasulta
head-driven phrase structure grammar,höfuðstýrð liðgerðarmálfræði
hedge accounting,áhættuvarnarreikningsskila
hedge accounting,áhættuvarnir
heuristics,brjóstvitsreglur
heuristics,þumalputtareglur
high interest rate polciy,stýrivaxtahkkanir,not
high-level language,æðra forritunarmál
highlight,litun texta
highlight,yfirstrikunarlitur
hipbone,mjaðmabein
HMM methods,aðferðir hulinna markovslíkana
hnökrar,without falter,not slang
hole,hola
home screen,heimaskjár
homeless shelter,gistiskýli fyrir heimilislausa
horoscope,stjörnuspá
hotdog,hotdog,not slang
hotdog,slanga,slang
household,hjúskaparstöða
Huldumal,nemendafelagið á HÍ fyrir nemendur í ISE námsbraut,not slang
human aided machine translation,mannstudd vélræn þýðing
human resources,mannaforráða
hypercorrection,ofvöndun
hyperparameter,ytri stiki
hyphenation programs,orðskiptiforrit
icy cold,svellkaldur
ideal efficiency,hámarksskilvirkni,not
identification number,kennitala, not slang
id number,kennitala, not slang
immersed, niðursokkinn
imminent, yfirvofandi, not slang
impending, yfirvofandi, not slang
impressive,tilkomumikill
incessant,stöðugur,not slang
income statement,rekstrarreikningur
income, tekjur
indexing,lyklun
indiscipline,agaleysi
individual word speech recogniser,stakorðagreinir
individual word speech recognizer,stakorðagreinir
in-domain,innan óðals
inductive logic programming,aðleiðsluleg rökforritun
influential, áhrifamikill
information access,upplýsingaðgangur
information economics,upplýsingahagfræði,not
information extraction,útdráttur upplýsinga
information processing,upplýsingavinnsla
information retrieval,upplýsingaheimt
information technology,upplýsingatækni
inlanders,innlendingur, slang
in need, áttu bágt
input,ílag
input text,ílagstexti
input text,viðfangstexti
input,viðfang
insurance,trygging
intensity,styrkleika
interest,vöxtur
interface,viðmót
interrogation,yfirherslur
intervention,afskipti,not slang
intimidate,hræða
intranet,innranet
intuition,innsæi,not slang
intuitive language-based interfaces,hugsýn málbundin skil
investment,fjárfesting
invincible, ósigrandi
involved,viðriðin
irritate,áreiti
irritated,ergileg
isolated word recognizer,stakorðagreinir
isolated word speech recognition,stakorðagreining
italics,skáletur
jealous,afbrýðisamur
jolted, hrökk
jump rope,sippuband
jumper,peysa
justice,réttvísi
kennitala,kennitala,not slang
keratin,keratín
key enabling technology,lykilstuðningstækni
keyword-based search,lykilorðaleit
kids garage sale,tombóla, slang
know,kunni
knowledge discovery,þekkingaröflun
knowledge-driven,þekkingarstýrð
knowledge exchange,þekkingarskipti
knowledge management,þekkingarstjórnun
knowledge technology,þekkingartækni
knowledge,vitund
label,mark
label,merkja
lacklusterly,dauflega
lady of the house,húsráðandinn
lambda reduction,aflömbdun
lambda reduction,lambdaeinföldun
language analysis,málgreining
language checking,málrýni
language engineering,máltækni
language engineering,tungutækni
language generation,málgerving
language generation,málmyndun
language modelling,gerð tungumálalíkana
language model,mállíkan
language resources,málföng
language resources,málgögn
language technology application,máltæknibúnaður
language technology,máltækni
language technology,tungutækni
language tools,máltæki
language understanding,málskilningur
larynx,barkakýlisins
late,framorðið
latent semantic analysis,hulin merkingargreining
layoff,hópuppsögn
Lazy-legs,letihaugurinn
lemma,flettimynd
lemma,nefnimynd
lenition,veiklun
Leo,Ljón
Leo,Ljónið
lexeme ,les
lexical analysis,lesgreining
lexical semantics,orðfræðileg merkingarfræði
lexicon acquisition tool,orðtökutól
lexicon coding tool,orðasafnskótunarverkfæri
lexicons,orðasöfn
liability, skuld
liability,skuldbinding
library,forritasafn
library,forritseining
Libra,Vog
license,afnotaleyfi
linguistically annotated corpora,málfræðilega markaðar málheildir
linguistic computing,máltölvun
linked data,tengd gögn
livestock,búfé
localisation expert,staðfæringarsérfræðingur
loss,tap
lunacy,vitfirring
machine-aided human translation,vélstudd þýðing
machine code,vélarmál
machine learning algorithms,vélnámsreiknirit
machine learning,vélanám
machine translation,vélræn þýðing
machine translation,vélþýðing
main inspection,aðalskoðun
manifest,augljós, not slang
manifest,áþreifanlegur, not slang
mapping functions,vörpunarföll
mappings,varpanir
market price, markaðsverð
market rate, markaðsverð
masturbate, fróa sér; runka sér;kippi í, not slang
mathematical methods,stærðfræðilegar aðferðir
maximum entropy methods,hámarksóreiðuaðferðir
meaning representation,merkingartáknun
mean,meðaltal
median,miðgildi
medley swimming,fjórsund
membranes,himnur
memory based tagger,minnismarkari
milestones,vörðurnar
mindfulness,núvitund
minimal pair,lágmarkspar
mischief,fláttaskap
miss,ungfrú
mistreat,misþyrma
moan,gnauða
models,líkön
mode,tíðasta gildi
module,eining
module,mótull
mohair,angóraull
morning,árdegis
morphological analysis,orðhlutafræðileg greining
morphological disambiguation,orðhlutafræðileg einræðing
morphological parsing,orðhlutafræðileg þáttun
motorscooter, skellinöðruna
multilingual corpora,margmála málheildir
multilingual generation,margmála málmyndun
multilingual information retrieval,margmála upplýsingaheimt
multilingualism,margmæli
multilinguality,margmæli
multilingual speech processing,margmála talvinnsla
multimedia documents,margmiðlunarskjöl
multimedia information extraction,útdráttur margmiðlunarupplýsinga
multimedia information retrieval,margmiðlunarupplýsingaheimt
multimedia retrieval,margmiðlunarheimt
multimodal communication,fjölhátta samskipti
multimodal communication,marghátta samskipti
multimodality,fjölskynjun
multimodality,fjölskynþátta
Multiple comparisons,margföldum samanburði
multiple regression,fjölbreytuaðhvarfsgreiningu
multivariate statistics,margbreytitölfræði
must, hlyti
,nafnverð bréfs
par value,nafnverð
named entity,nefnd eining
named entity recognition,nafnakennsl
named entity recognition,nafnaþekkjari
named entity,sérheitaeining
narrative, frasögnin
narwhal,náhveli
narwhal,náhvalur
natural language generation,gerving náttúrulegs máls
natural language generation,myndun náttúrulegs máls
natural language parsing,þáttun náttúrulegs máls
natural language processing,málvinnsla
needle,saumnál
neighborhood, grennd
neoliberalism,nýfrjálshyggjunnar,not slang
nervous,taugaóstyrkur
neural networks,tauganet
new icelander, íslendingur sem var ekki fæddist á Íslandi, slang
new icelanders,framtíð, slang
next to,við hliðina á
n-grams,n-stæður
nicknamed, uppnefndu
noise,hávaði
noisy channel model,truflunarlíkan
non-textual format,á öðru sniði en sem texta
normalized,staðlaður
notes payable, nýja lánið
nuisance,trafala
Null hypothesis,núlltilgátan
obliquely,á ská
OCR: handwriting,ljóskennsl: skrift
OCR: print,ljóskennsl: prent
"Oktoberfest","Oktfest",not slang
"Oktoberfest","Októberfest",not slang
old age, elli
old icelander, Íslendingur fæddist á Íslandi, slang
One sample t-test,t-prófi eins úrtaks
on the southside,sunnanvert
ontological language resources ,veranleg málgögn
ontological resources,veranleg gögn
ontologies,verufræði
open, ber
operating expense,rekstrarkostnaður
oral contract,samkomulag
Oregon, Oregon,not slang
original source,frumheimildir,not slang
original text,frumheimildir,not slang
outliers,einförum
out-of-domain,utan óðals
output,frálag
output,skil
output,úttak
outsource,útvista
overlap,skarast
overlap,skörun
oxygen,súrefnis
palatalization,framgómun
parallel corpus,hliðstæð málheild
parallel corpus,samhliða málheild
paralyzed, lamaðist
parameter,færibreyta
parameter,stiki
paring knife,skurðarhnífur
parser,þáttara
parser,þáttari
parse tree,þáttunartré
parsing,setningafræðileg greining
parsing techniques,þáttunaraðferðir
parsing,þáttun
parsing,þáttun greining
partial parsing,hlutaþáttun
partial parsing,hlutþáttun
partial/shallow parsing,grunnþáttun
partial/shallow parsing,hlutaþáttun
partial/shallow parsing,hlutþáttun
part-of-speech,orðflokk
part-of-speech tagging,málfræðileg mörkun
part-of-speech tagging,mörkun
part-of-speech tagging,orðflokksmörkun
party,fylking
passion,ástríðan
payment terms,greiðslukjör
payroll,launaskrá
Pearson’s r,fylgnistuðul Pearsons
peer-reviewed material, rítrýnt efni,not slang
peignoirs,morgunklæðnaður
perception,skynjun málhljóða
perceptron,skynjunarnet
perceptron,skynjunganet
"performance (m.t.t. nákvæmni, heimt o.s.frv.)",hæfni
personalize,sérsníða
phoneme,hljóðana
phonetics,hljóðfræði
phonetic transcription,hljóðritun
phonology,hljóðkerfisfræði
pile, hrúgu
Pisces,Fiskar
Pisces,Fiskur
pitchfork,heykvísl
pitch,hljómfallseinkennin
platform,verkvangur
polished, bónað
Population,þýði
pos tagging,málfræðileg mörkun
pos tagging,mörkun
pos tagging,orðflokksmörkun
potluck,pálínuboð, not slang
poultry,alifugla
Power,styrk
practitioner,iðkandi,not slang
pragmatics,málnotafræði
pragmatics,málnotkunarfræði
pre-aspiration,aðblástur
precision,nákvæmni
predatory (toward men),vergjörn
preliminary prototype,frumgerð
premonition, hugboð
pre-processing,forvinnsla
presentation and visualization,kynning og framsetning (sjóngerving?)
pretzels,saltkringlur
pretzels,saltstangir
pride,dramb
pride,stolt
pride,hroki
principle of compositionality,blendilögmálið
probabilistic context-free grammars,líkindafræðilegar samhengisfrjálsar mállýsingar
probabilistic parsing,líkindaþáttun
probabilistic tagging,líkindamörkun
procrastination,frestun,not slang
procurement,innkaup
profit,hagnaður
profit margin,hagnaðarhlutfall
profligacy,eyðslusemi
programming environment,forritunarumhverfi
progressive capitalism,framfarakapítalisma,not
project,verkefni
pronunciation dictionary,framburðarorðabók
pronunciation,framburður
provisional estimate,bráðabirgðaútreikningur
prosody information processing,úrvinnsla hljómfallsupplýsinga
pull requests,togbeiðnir
pull, svipta
punctuation,greinarmerkjasetning
pursue,stundaðar
p.s.,e.s.
qualitative analysis,eigindargreining
quantitative analysis,megindargreining
query analysis,spurnargreining
query language,fyrirspurnarmál
question answering,spurnasvörun
quick,snöggur,slang
quiet,næði
raise livestock,kvikfjárrækt
ranch,búgarður
range,spönn
rascal, þorparinn
reaction, viðbragð
ready, viðbúinn
rebetika,gríska tonlist
recall,heimt
recognition task,kennslastarf
recognition task,kennslaverkefni
reconstruction,viðreisn
recurrent neural networks (RNN),endurkvæm tauganet
reference corpus,viðmiðunarmálheild
reference,tilvísun
reference,vísun
reference year,viðmiðunarárið
referent,merkingarmið
referring expression,vísandi segð
regular expression,regluleg segð
rehabilitation,endurhæfing
rehabilitation,endurreisn
rehabilitation,viðreisn
relation extraction,útdráttur vensla
relevance ranking,gildisröðun
representations of space and time,birtingarform rúms og tíma
reproach,álasað
resources,forðar
resources,tilföng
retrieve,heimta
retrieve,sækja
revenue,tekjur
review,umsögn
revision,endurskoðun
Reykjavik University,Háskólinn í Reykjavík,not slang
Reykjavík University,Háskólinn í Reykjavík,not slang
Reykjavik University,Háskólinn við Nauthólsvík,slang
Reykjavík University,Háskólinn við Nauthólsvík,slang
robust,harðgerðar
rock climbing,klettaklifur
rule-based methods,regluaðferðir
rule-based tagger,reglumarkari
running word,lesmálsorð
rush,skunda
Rutgers, Rutgers,not slang
sacks of products,vörusekki
Sagittarius,Bogmaður
Sample,úrtak
scalpel,skurðarhnífur
Scorpio,Sporðdreki
scoundrel, fantur
scratch,skein
search engine,leitarvél
search interface,leitarskil
search interface,leitarviðmót
second language,annars mál
second language,L2
second language speakers,annars málshafar
securities,verðbréf
seems, virtist
segmented,sneidd
selectional association,valtengsl
selectional restrictions,valhömlur
selection module,valeining
self-sufficiency,sjálfsbjarga
semantic corpora,merkingarmálheild
semantic drift,merkingarrek
semantic web community,samfélag merkingarvefja
semantic web,merkingarvefur
sensibly,skynsamlega
sentence-based correction,setningaleiðrétting
sentenced to die, dauðadæmd
sentences,málsgreinir
sentry, varðamaður eða vörður,
set something in motion,rekspölur
settle, að gera upp
sewage,skólp
sex,samfarir
sexual intercourse,kynmök
shakily,nötrandi
shallow generation,grunn málgerving,
shallow generation,grunn myndun
shallow parsing,grunn þáttun
shallow parsing,hlutaþáttun/grunn þáttun
shallow parsing,hlutþáttun
shearing,rúning
shore, fjara
short distance,spöl
shreds,tætlurnar
shutters,hlerana
signal analysis and representation,greining og framsetning merkja
signals,merki
Significance tests,marktektarpróf
similar to,svipað og
skewed,á ská
skin,hörunds
slide from a presentation,glæra
small pancake, lumma
smart, snidugt
smoothing,jöfnun
smugly, drýgindalega
snow cover,snjóþekja
software application,hugbúnaður
software application,viðfang
solved,upplýst
solvency,greiðslugeta
source language,frummál
space jet,geimþota
space probe,könnunarfar
spaceplane,geimþota
spam filters,ruslpóstsía
spark, neistaflug
speaker diarization,samræðugreind
speaker,mælandi
speaker,málhafa
speaker recognition,mælandakennsl
Spearman’s rho,raðfylgnistuðul
speech analyser,talgreinir
speech analysis,talgreining
speech applications,taltæknihugbúnaði
speech coding,talkóðun
speech coding,talkótun
speech encryption,dulritun tals
speech enhancement,endurbót tals
speech input – assessment and evaluation,mat á talinntaki
speech interaction ,talsamskipti
speech interaction technology ,talsamskiptatækni
speech recognition module,talkennsleining
speech recognition,talgreining
speech recognition,talkennsl
speech recognizer,talþekkjari
speech retrieval,talheimt
speech synthesis evaluation,mat á talgervingu
speech synthesis,talgerving
speech synthesizer,talgervill
speech technology,taltækni
speech-to-text,talgreining
spell,töfraþula
spell-checker,stafrýnir
spell checking,stafrýni
spoken dialogue systems,samræðukerfi fyrir tal
spoken language corpora,málheildir talmáls
spoken language dialogue,samræða í tali
spoken language generation,gerving talmáls
spoken language input,talmálsílag
spoken language understanding,skilningur talmáls
spoken output technologies,talmálsfrálagsaðferðir
spout,stútnum
spurt, bunu
spyware,hlerunartæki
squash,kremja
staged,setja á svið
standard deviation,staðalfrávik
statement of comprehensive income, yfirlit um heildarafkomu
statistical language model,tölfræðilegt mállíkan
statistical machine translation,tölfræðistudd vélþýðing
statistical modeling and classification,tölfræðileg líkanagerð og flokkun
statistical taggers,líkindamarkarar
statistical taggers,tölfræðimarkarar
statistic,mælitala
steadfast,stöðugur,not slang
stemming,stofngreining
stem vowel,stöfnsérhljóð
stick, kylfa
stigma,skömm
Stjarnfræði,astronomy
Stjarnvísindi,astronomy
Stjörnufræði,astrology
Stjörnufræði,astronomy
stochastic taggers,líkindamarkarar
stochastic taggers,tölfræðimarkarar
stop epenthesis,lokhljóðsinnskot
stop, nam staður
stopword,stopporð
stopword,váorð
storm,óveður
strangle, kyrki
strategic,skipulagt
strategic,skipulegur
strengthening,herðin
strength, styrkleiki,
student housing,garðarnir,slang
student housing,stúdentagarðar,not slang
student rights office,réttingaskrifstofa SHÍ,not slang
student rights office, skri,slang
stupefy,deyfa
stupefy,sljóvga
sub task,undirverk
subword,orðaflís
success,frami
suddenly, snögglega
suffix,viðskeyti
suicide,sjálfsvíg
suicide,sjálfsmorð
suite,svíta
summarization,samantekt
summarizer,samantaki
summarizer,samantektartól
summarizer,samantektir
supervised learning,leiðbeint nám
supervised learning,"viðgjafarnám (helst ekki, viðgjöf á frekar heima innan reinforcement learning)"
support vector machines,stoðvigravélar
surface form,yfirborðsgerð
surprising,flatt
sweater,peysa
syllable,atkvæði
syntactic generation,setningagerving
syntactic parsing,setningaleg þáttun
syntax-driven semantic analysis,merkingarfræði í setningarlegu ljósi
systematic gap,kerfisgat
system,kerfi
taciturn,fámáll
tagged corpus,mörkuð málheild
tagger,markari
tagging,mörkun
tag,mark
tagset,markamengi
tagset,markaskrá
target language,markmál
task-specific module,sérhæfð forritseining
task,verkefni
tattoo, húðflúr
Taurus,Naut
tax,skattur
technical product,tæknileg afurð
teenage girl,táningsstúlkur
temporal expression,tímasegð
term base,íðorðagrunnur
terminal,skipanalína
terminal,skjáhermi
terminal,útstöð
terminology,íðorðaforði
terminology restrictions,íðorðahömlur
terror,skelfing
test corpus,prófunarsafn
test set,prófunarhluti
test set,prófunarmengi
test set,prófunarsett
test sets,prófunarlistar
text collection,textasafn
text compression,textaþjöppun
text data mining,gagnanám úr texta
text encryption,dulritun texta
text indexing,lyklun texta
text mining/analytics,textanám
text processing system,ritvinnslukerfi
text technology,textatækni
text-to-speech synthesis,talgerving texta
text-to-speech ,talgerving
textbook,kennslubók
the blow, höggið
the escape, flóttinn
thesauri wordnets,orðtengslanet
The Student Cellar, Kja,slang
The Student Cellar, Stúdentakjallarinn,not slang
The Student Cellar,Stúdó,slang
The World Bank,Alþjóðabankanum,not slang
thigh meat,lærvöðvar
thoroughly,rækilega
threatening letter,hótunarbréf
threatening,ógnandi
thyroid,skjaldbrjósk
attendance,tímasókn,not slang
toaster oven, grillofn, not slang
toasting fork,eldskörunginn
to cry, grenja
to echo, bermála
to growl, urra
to hiss, hvæsa
token-based errors,stakorðavillur
token (frame),tóki
token (information),tóki
tokenization and segmentation,tákngreining og sneiðing,
tokenization and segmentation,tókun og skipting
tokenization,tilreiðsla
tokenization,tókun
tokenizer,tilreiðari
tokenizer,tókari
to make oneself, halla sér, colloquial
to match figuratively, hæfa,
tombóla,tombóla, not slang
top-down,ofansækinn
topic detection,efnissviðsgreining
to realize, gera sér ljóst
to recount,rifja upp
to refresh one's memory,rifja upp
to review,rifja upp
to revive, lífga
torso,bolur
tortilla chips, nachos, not slang
to shove,stjakaði
total darkness, kolniðamyrkur
towards the rear,aftarlega
toy system,leikfangakerfi
training corpus,þjálfunarmálheild
training corpus,þjálfunarsafn
training set,þjálfunarsett
tramp, umrenningur, not slang
transformation-based taggers,leiðréttingamarkari
transformation-based taggers,námsfúsir markarar
translation memory,þýðingarminni
trap,gildra
trauma,áverki
treasury,fjárvarsla
treatment of material,efnistök,not slang
tree adjoining grammar,trjátengslamálfræði
treebank,trjábanki
